regional_number,daritel,act_id,date,suma,predmet,nadaren
1,БТК АД,Договор № I-37783,06.12.2010,32040,"офис
оборудване",МВР
2,РЕС ЕООД,Договор № I-38575,15.12.2010,20132.40,Инвентар,Д МОС
3,Проинвекс ЕООД,Договор № I-39845,22.12.2010,4261.98,Офис техника,Д МОС
4,Министерство на финансите,Заповед № ЗМФ-23,10.1.2011,6157.68,Автомобили,МВР
5,Министерство на финансите,Заповед № ЗМФ-88,26.1.2011,18000.00,Автомобили,МВР
6,БТК АД,I-3153,07.2.2011,119973.66,Офис техника,"Дирекция ""КИС"" - МВР"
7,Гаранционен фонд,Заповед № 2,08.2.2011,733387.20,Tехника,ГДОП
8,"""БМВ"" ЕООД",Договор № I-4537,17.2.2011,1237035.88,"преотстъпване
на софтуерни продукти и лицензи","Дирекция ""КИС"" - МВР"
9,Лукойл България ЕООД,Договор № I-4497,17.2.2011,10152.62,Консумативи,СОБТ
10,Министерство на финансите,Заповед № ЗМФ-198,25.2.2011,7500.00,Автомобили,МВР
11,"""БМВ"" ЕООД",Договор № I-8489,17.3.2011,28791.24,Офис техника,ГДОП
12,Министерство на финансите,Заповед № ЗМФ-279,18.3.2011,21000.00,Автомобили,МВР
13,"""БМВ"" ЕООД",Договор № I-8035,19.3.2011,723225.75,"преотстъпване
на софтуерни продукти и лицензи","Дирекция ""КИС"" - МВР"
14,Министерство на финансите,Заповед № ЗМФ-326,28.3.2011,25000.00,Автомобили,МВР
15,Министерство на финансите,Заповед № ЗМФ-464,27.4.2011,8500.00,Автомобили,МВР
16,"""Гриком Холдинг"" ООД",1945,05.5.2011,30000,Парични средства,ИСТ - МВР
17,"""Аксина"" ЕООД",1951,09.5.2011,5000,Парични средства,ИСТ - МВР
18,"""Ню сист"" ООД",1989,12.5.2011,6000,Парични средства,ИСТ - МВР
19,"""Форс електроник"" ЕООД",2009,13.5.2011,80000,Парични средства,ИСТ - МВР
20,"""Демакс"" АД",2027,16.5.2011,1000.00,Парични средства,ИСТ - МВР
21,Министерство на финансите,Заповед № ЗМФ-694,16.6.2011,5200.00,Автомобили,МВР
1,"""Турку турку"" ООД",14029,30.6.2010,5598,Гориво,ГДБОП
2,"""Булгартабак Холдинг"" АД",617,07.1.2011,30000.00,Парични средства,ГДБОП
3,"""Теразини"" ЕООД",1369,19.1.2011,89200,Гориво,БОП ПЛОВДИВ
4,"""Банка ДСК"" АД",1443,24.1.2011,12000,Компютърна техника,ГДБОП
5,"""Тиера"" ООД",1573,26.1.2011,44640,Гориво,БОП ПЛОВДИВ
6,"""Синергон Петролеум"" ЕООД",3025,01.2.2011,74400,Гориво,БОП БЛАГОЕВГРАД
7,"""Космо България Мобайл"" ЕАД",2587,02.2.2011,4300.00,Компютърна техника,ГДБОП
8,"Международна            агенция            за
предотвратяване  на  престъпността  и политика за сигурност",2504,09.2.2011,2000.40,Компютърна техника,ГДБОП
9,"""Банка ДСК"" АД",3641,24.2.2011,45000,Компютърна техника,ГДБОП
10,"""Благоевград БТ"" АД",4300,07.3.2011,2000.00,Гориво,БОП БЛАГОЕВГРАД
11,"Международна            агенция            за
предотвратяване  на  престъпността  и политика за сигурност",4560,10.3.2011,4196.28,Облекло,ГДБОП
12,"""Геотрейдинг"" ООД",41,12.5.2011,1719.92,Гориво,ГДБОП
13,"Международна            агенция            за
предотвратяване  на  престъпността  и политика за сигурност",7013,15.5.2011,14000.00,Автомобили,ГДБОП
14,"Международна            агенция            за
предотвратяване  на  престъпността  и политика за сигурност",8717,16.5.2011,13197.11,Автомобили,ГДБОП
15,"""Телеграф"" ЕООД",9271,25.5.2011,57120,Облекло,ГДБОП
16,"""Бритиш  американ  табако  трейдинг""
ЕООД",10340,28.5.2011,3000.00,Компютърна техника,ГДБОП
17,"""Арсис консултинг"" ЕООД",47,07.6.2011,16025,Гориво,ГДБОП
18,GBBG ООД,48,15.6.2011,2000.00,Гориво,ГДБОП
1,"""Технополис България"" ЕАД",У-15023,11.4.2011,10001,"авто DVD+7
TFT",ГДКП - отдел ДП
2,"""Технополис България"" ЕАД",У-20711,18.5.2011,20000,Компютърна техника,ГДКП - отдел ТП
3,"""Табак трейдинг партнър"" ООД",Я-12883,26.5.2011,12833.00,Компютърна техника,ГДКП
4,Държавно горско стопанство-Пловдив,УД-3,03.6.2011,1200.00,Парични средства,ГДКП
1,община Поморие,93-00-373,15.12.2010,13715.39,Климатична техника,СПУ Бургас
2,"""ФЛОРА - 2004"" ООД",ОД-12,14.1.2011,1545.98,Компютърна техника,СПУ Плевен
3,П.М.Д.,ОД - 21,08.2.2011,2400.00,кучета,ГДОП
4,Народно събрание РБългария,З-д 150-05-27,17.2.2011,90417,Компютърна техника,СПУ София
5,"""Мобилтел"" ЕАД",ОД - 47,25.2.2011,17097.60,Компютърна техника,ГДОП
6,БНБ,ПР-Л № 2317 и П-МО № ОА 2884,09/03/2011;18/03/2011,1644.00,Компютърна техника,ДСПС  - ГДОП
7,"""Корпоративна търговска банка"" АД",ОД - 58 и АНЕКС -  ОД - 14,31/03/2011;03/05/2011,14999.49,"фитнес
оборудване",ДМОС
8,Г.Д.П.,ОД - 92,17.5.2011,2400.00,кучета,ГДОП
1,Посолство на САЩ в РБ,2563,20.1.2011,21664.96,"цифрови
камери и оборудване за видео- наблюдение",РДГП - Смолян
2,"""БМВ"" ЕООД",5929,09.2.2011,52149.88,Инвентар,ГДГП
3,Община Кирково,488,09.2.2011,1410.23,Гориво,РДГП - Смолян
4,"""БМВ"" ЕООД",13981,28.3.2011,295009.32,"специализиран
и механизми- печати, резервна негравирана месингова текст-плоча, неомастилен тампон от две части, мастило",ГДГП
5,Държавно горско стопанство- Борино,22273,01.4.2011,47136,Гориво,РДГП - Смолян - ГПУ-Доспат
1,БМВ - ЕООД,ПО-Ф-ДД-01,27.1.2011,32075.62,Пожарни автомобили,"ОУПБЗН Пазарджик и ОУПБЗН
Враца"
2,"""Трояннефт"" ООД",Д-67,10.2.2011,30000,Парични средства,ОУПБЗН Ловеч
3,Община Айтос,44,19.3.2011,39434,Офис обзавеждане,ОУПБЗН Бургас
4,"""КМБ България"" ЕАД",Я-1862,22.3.2011,2605.00,Инвентар,СУ ПБЗН
5,"""Монбат"" АД",Д-101-1,01.4.2011,1186.80,Инвентар,ОУПБЗН Монтана
6,"""Егер"" ООД",ИЯ/ПО-1655,04.4.2011,57840,Гориво,РСБПЗН БРЕЗОВО
7,"""Интекс 99"" ЕООД",ИЯ/ПО-1656,04.4.2011,44800,Офис техника,РСБПЗН БРЕЗОВО
8,"""Литекс"" АД",101-3,15.4.2011,18666,Гориво,ОУПБЗН Ловеч
9,"""Бонмикс"" ЕОД",101-2,15.4.2011,2000.00,Гориво,ОУПБЗН Ловеч
10,"""Континвест"" ООД",204-041-495,18.4.2011,11950,Гориво,ОУПБЗН В.Търново
11,"""Елит 94"" ЕООД",204-041-496,18.4.2011,4700,Гориво,ОУПБЗН В.Търново
12,"""Складова техника"" АД",205-041-497,18.4.2011,14130,Гориво,ОУПБЗН В.Търново
13,"""Трансинженеринг 2001"" ЕООД",204-041-498,18.4.2011,9640,Гориво,ОУПБЗН В.Търново
14,"""Дани-79"" ООД",204-041-499,18.4.2011,7125,Гориво,ОУПБЗН В.Търново
15,"ЕТ ""Христо Тачев""",Д-101-2,18.4.2011,2058.72,"Пож. каски,
фенери",ОУПБЗН Монтана
16,Ивком-63,Д-1,20.4.2011,5000,Парични средства,ОУПБЗН София
17,"""Белопейпър"" ЕООД",Д-2,20.4.2011,15000,Парични средства,ОУПБЗН София
18,"""Адимекс 2000"" ООД",Д-3,20.4.2011,15000,Парични средства,ОУПБЗН София
19,Шведски кибрит - плам България,Д-4,20.4.2011,20000,Парични средства,ОУПБЗН София
20,Община Балчик,173,21.4.2011,2420.00,Гориво,"РС ПБЗН Балчик, РУ ПБЗН Кранево"
21,Община Поморие,ПР-795,29.4.2011,4920.82,Гориво,ОУПБЗН Бургас
22,"""Литекс"" АД",101-4,29.4.2011,13590,"Награди за
състезания",ОУПБЗН Ловеч
23,"""Ню Бояна филм"" АД",Я-3049,29.4.2011,91200,Компютърна техника,СУ ПБЗН
24,"""БМВ"" ЕООД",ПО-Ф-ДД-02,02.5.2011,52488,"Сигнална
лампа к-т",РСПБЗН Велинград
25,"""Велга"" ООД",101-8,02.5.2011,16500,Инвентар,ОУПБЗН Ловеч
26,ММБ инженеринг,101-7,02.5.2011,98668,"телевизор, кафе
машина",ОУПБЗН Ловеч
27,"""Емос"" АД",101-6,02.5.2011,24000,Офис обзавеждане,ОУПБЗН Ловеч
28,ММБ инженеринг,101-5,02.5.2011,1000.00,"Награди за
състезания",ОУПБЗН Ловеч
29,"""Рубин"" АД",1607,03.5.2011,1500.00,Гориво,РС ПБЗН Тервел
30,Окръжен съд Пазарджик,ПО-Ф-ДД-03,04.5.2011,80020,Компютърна техника,ОУПБЗН Пазарджик
31,Челопеч майнинг,Д-9,05.5.2011,1800.00,Парични средства,ОУПБЗН София
32,С.П.С.,Д-101-2,09.5.2011,10000,Компютърна техника,ОУПБЗН Разград
33,Сдружение БЧК София,Д-101-2,10.5.2011,1081.85,"Стълба
алуминиева,сед ло, въжета","за нуждите на група СД при ОУ
ПБЗН Пазарджик"
34,Община Априлци,101-10,12.5.2011,1497.18,Пожарни автомобили,ОУПБЗН Ловеч
35,"""ИАФ България"" ЕООД",Д-10,13.5.2011,50000,Парични средства,ОУПБЗН София
36,"""Зелен свят 2003"" ЕООД",Д-11,13.5.2011,20000,Парични средства,ОУПБЗН София
37,"""Параходство БМФ"" Варна",34,13.5.2011,74000,Компютърна техника,ОУПБЗН Варна
38,Митница - гр. Свищов,205-07-2,16.5.2011,65400,Компютърна техника,ОУПБЗН В.Търново
39,"""ВИК"" ООД",ПО-2041,19.5.2011,20000,Парични средства,ОУПБЗН-Русе
40,"""Приста ойл Холдинг"" ЕАД",ПО-2051,20.5.2011,84000,Качулки,"ОУПБЗН-Русе, Втора РСПБЗН-Русе"
41,Никром тръбна мебел,101-13,25.5.2011,7000,Гориво,ОУПБЗН Ловеч
42,"""Техра"" ЕООД",101-12,25.5.2011,60000,Парични средства,ОУПБЗН Ловеч
43,Екомисия 21 век,101-11,25.5.2011,69690,Компютърна техника,ОУПБЗН Ловеч
44,"""Кнауф България"" ЕООД",204-051-76,31.5.2011,8300.00,"Противопожаре
н автомобил",ОУПБЗН ВИДИН
45,"""БМВ"" ЕООД",ПО-Ф-ДД-04,22.6.2011,50000.00,Парични средства,"Участък ПБЗН-Криводол към
РСПБЗН Враца и участък ПБЗН Роман към РСПБЗН Мездра"
1,"""Болкан           Едвъртайзинг           Енд
дистрибюшън"" ООД",16998,13.8.2010,7692.00,Компютърна техника,07 РУП-СДВР
2,Дженерали застраховане,20544,08.10.2010,3000.00,Офис техника,ОЕКД-СДВР
3,"""Б.Г.Л."" ЕООД",22112,28.10.2010,0,"Ремонт на
помещения",04 РУП-СДВР
4,"""Корпоративна търговска банка"" АД",24940,03.12.2010,15000,Компютърна техника,03 РУП-СДВР
5,"""Принцес Шейх Ахалед"" ООД",25054,06.12.2010,1959.00,"Преносима
компютърна техника и LSD телевизор",03 РУП-СДВР
6,"Министерство на икономиката,
енергетиката и туризма",Заповед № РД 16-15,05.1.2011,67550,Офис обзавеждане,СДВР
7,"""Бултонер"" ЕООД",1296,20.1.2011,35000,"Ремонт на
служебна копирна машина",04 РУП-СДВР
8,"""Интерамерикън Блъгария"" ЗЕАД",2914,08.2.2011,2000.00,Офис техника,ОЕКД-СДВР
9,"""Галиция"" ООД",3756,18.2.2011,34560.00,Автомобили,"Отдел ""Противо-        действие на
криминалната престъпрестъпност-
СДВР"
10,"""Мобилтел"" ЕАД",3860,21.2.2011,2000.00,Гориво,03 РУП-СДВР
11,"""Лидл България"" ЕООД енд Ко",4202,23.2.2011,57000,Компютърна техника,ООП-СДВР
12,"""К и К електроникс"" ЕАД",4816,02.3.2011,60000,Климатична техника,04 РУП-СДВР
13,"ЗД ""Булинс"" АД",5942,16.3.2011,5000.00,Офис техника,ОЕКД-СДВР
14,П.Т.Н.,7348,30.3.2011,22800,Компютърна техника,03 РУП-СДВР
15,"""Гвардия   -   решение   за   сигурност""
ЕООД",7350,30.3.2011,32800,Офис техника,04 РУП-СДВР
16,"""Аксон България"" ООД",7542,31.3.2011,2404.08,Консумативи,04 РУП-СДВР
17,"""Оварас Вендинг"" ЕООД",7888,01.4.2011,5000.00,Компютърна техника,04 РУП-СДВР
18,"""Дженерали застраховане"" АД",9130,18.4.2011,3000.00,Офис техника,ОЕКД-СДВР
19,"""Вечна - Р"" ЕООД",11902,27.5.2011,36600,"Тенис маса и
халки",ОЕКД-СДВР
20,"""Ай Ти Софт"" ООД",12230,31.5.2011,6000.00,Офис техника,ОЕКД-СДВР
21,"""Слатина-Булгарплод"" ЕАД",13544,14.6.2011,2500.00,Гориво,01 РУП-СДВР
22,"""Примекс"" ЕООД",14148,21.6.2011,1360.00,Авточасти,04 РУП-СДВР
23,К.Б.Ш.,14518,24.6.2011,34900,Компютърна техника,04 РУП-СДВР
1,"""Стопанска инвестиционна банка"" АД",1163,06.1.2000,1714.50,Гориво,ОД МВР Благоевград
2,"""Уно-58"" ЕООД",105,09.9.2005,11901,Гориво,РУ ПБС Гоце Делчев
3,"""Еврокемрес 95 "" ЕООД",93,02.7.2009,64072,Гориво,РУ ПБС Сандански
4,Общ.администрация Якоруда,25,24.2.2010,64400,Гориво,ПУ Якоруда към РУП Разлог
5,"""НСВ-Комерс 2001"" ЕООД",66,15.4.2010,34900,Гориво,РУП Сандански
6,"""Балканстрой"" АД",157,06.12.2010,1059.00,Гориво,РУП - Банско
7,"СБЛАО ""Св.Мина"" ЕООД",159,15.12.2010,10000,Офис техника,"Сектор ""Пътна полиция"""
8,Общ.администрация Банско,162,16.12.2010,3892.00,Гориво,РУП Банско
9,"""Ем Джи Ес Файненшъл"" ЕООД",163,17.12.2010,1181.50,Гориво,РУП - Банско
10,"""Ай Ти Би"" ЕООД",164,17.12.2010,29000,Канцеларски материали,РУ ПБС Сандански
11,"""Карлсберг България"" АД",137,23.12.2010,3312.79,Гориво,"01 и 02 РУП, отдел ""Крим.полиция"""
12,"""БЕТА-Д"" Балгоевград",166,29.12.2010,1450.00,Компютърна техника,ОД МВР Благоевград
13,"""Кристъл Банско Мениджмънт"" ЕООД",167,30.12.2010,42000,Канцеларски материали,РУП - Банско
14,Българска федерация по биатлон,168,30.12.2010,2007.00,Гориво,РУП - Банско
15,"""Хариеса Фешън"" АД",169,30.12.2010,69800,Гориво,РУП Сандански
16,"ДП""Български спортен тотализатор""",1,03.1.2011,1600.00,ук.дипляни,ОД МВР Благоевград
17,"""Благоевград - БТ"" АД",2,10.1.2011,1250.00,Гориво,ОД МВР Благоевград
18,"""Карлсберг България"" АД",4,14.1.2011,98000,Гориво,"01 и 02 РУП, отдел ""Крим.полиция"""
19,"""Сигма Ски"" ЕООД",6,18.1.2011,35300,Гориво,РУП - Банско
20,"""Юлен"" АД",10,28.1.2011,73500,Гориво,РУП - Банско
21,"ЕТ ""Фламенго"" - Сандански",17789,31.1.2011,9162,Канцеларски материали,РУП - Сандански
22,"ЕТ ""Джовани-ИМ"" - Белица",17,02.2.2011,6900,Гориво,ПУ Белица към РУП Разлог
23,"ЕТ ""Владимир Карапетров - ЛЕМА"" -
Якоруда",20,11.2.2011,10350,Гориво,ПУ Якоруда към РУП Разлог
24,"""Юлен АД"" - Банско",22,21.2.2011,1049.99,Канцеларски материали,РУП Банско
25,Районен съд Разлог,41,01.4.2011,24000,Офис техника,РУП Разлог
26,Общ.администрация Сатовча,52,27.4.2011,1200.00,Гориво,ПУ Сатовча към РУП Гоце Делчев
27,"""Алт Ко"" АД",53,29.4.2011,15000,Консумативи,ОД МВР Благоевград
28,"""Вудутек"" ООД",64,26.5.2011,20000,Компютърна техника,ОД МВР Благоевград - КИАД
29,"Сдружение    с    нестопанска    цел    за
осъществяване на дейност в частна полза ""Американски университет България""",67,31.5.2011,32500,Канцеларски материали,01 РУП Благоевград
1,"""Автотрафик"" АД",101,03.1.2011,71471,Гориво,І -во РУ
2,"""Трансвагон"" АД",132,04.1.2011,2423.00,Гориво,V-то РУ
3,"""Норматив"" ООД",133,04.1.2011,1440.00,Гориво,V-то РУ
4,"""РС Трейд"" ЕООД",134,04.1.2011,2880.00,Гориво,V-то РУ
5,"ЕТ ""Росен Калчев"" - Бургас",146,04.1.2011,27000,Гориво,СОД
6,"""Барекс"" ООД",149,04.1.2011,27000,Гориво,СОД
7,"""МЕССУ"" ЕООД",246,04.1.2011,1380.00,Гориво,РУ Сунгурларе
8,Фуражен завод Сунгурларе ООД,247,04.1.2011,82800,Гориво,РУ Сунгурларе
9,"""Вулкан 2000"" ЕООД",248,04.1.2011,69000,Гориво,РУ Сунгурларе
10,"""Винекс-Славянци"" АД",250,04.1.2011,57000,Гориво,РУ Сунгурларе
11,"""Дъбрава"" АД",251,04.1.2011,43600,Гориво,РУ Сунгурларе
12,"""Вулкан 2000"" ЕООД",365,05.1.2011,72450,Гориво,РУ РУЕН
13,"""Сокол"" ООД",367,05.1.2011,72450,Гориво,РУ РУЕН
14,"""Амбасадор тур"" ЕАД",368,05.1.2011,1166.40,Гориво,V-то РУ
15,К.Д.Д.,370,05.1.2011,72000,Гориво,V-то РУ
16,"""Керамика Бургас"" АД",777,10.1.2011,1020.00,Гориво,Сектор ПП
17,"""ВЕНИД"" ООД",1063,12.1.2011,7200.00,Гориво,РУ Несебър
18,"""Трейс"" ЕАД",1326,13.1.2011,30000,Гориво,Сектор ПП
19,В.Г.М.,1516,17.1.2011,15000,Гориво,Сектор ПП
20,"""СУАБ СБА"" ЕООД",1517,17.1.2011,30000,Гориво,Сектор ПП
21,"""Бургас Плаза"" АД",1639,18.1.2011,3580.80,Гориво,V-то РУ
22,"""Радине транс"" ЕООД",2189,21.1.2011,67700,Офис техника,"РУП Поморие, уч. Каблешково"
23,"""Панджи 2000"" ООД",2376,24.1.2011,30000,Гориво,Сектор ПП
24,"""Бургасбус"" ЕООД",2378,24.1.2011,30000,Гориво,Сектор ПП
25,"""Трансвагон"" АД",2379,24.1.2011,57600,Гориво,ІІ - РУ
26,"""Кохим"" ЕООД",2385,24.1.2011,69000,Гориво,РУ Сунгурларе
27,"""Орел 2001"" ООД",2412,24.1.2011,43060,Гориво,РУ Айтос
28,"""Пенелопа билдинг"" ЕООД",2414,24.1.2011,96000,Гориво,РУ Айтос
29,"""Проагро"" ООД",2417,24.1.2011,72000,Гориво,РУ Айтос
30,"""Уест петролиум"" ЕООД",2634,26.1.2011,47920,Гориво,ІІ - РУ
31,Або гранити,3178,31.1.2011,44160,Строителни материали,ІV -РУ
32,"""Картекс"" ЕАД",3179,31.1.2011,52500,Строителни материали,ІV -РУ
33,Г.А.К.,3236,31.1.2011,43110,Гориво,РУ Созопол
34,М.З.З.,3237,31.1.2011,1434.00,Гориво,РУ Созопол
35,"ЗКПУ ""Русокастро""",3602,02.2.2011,71800,Гориво,РУ Камено
36,"ЕТ ""Стек""",3603,02.2.2011,28660,Гориво,РУ Камено
37,"ЗКПУ ""Обединение""",3604,02.2.2011,1283.20,Гориво,РУ Камено
38,"""Андела"" АД",3605,02.2.2011,1425.00,Гориво,РУ Камено
39,"""КЗУ"" ООД",3606,02.2.2011,1440.00,Гориво,РУ Камено
40,"""ПМУ"" АД",3607,02.2.2011,1415.60,Гориво,РУ Камено
41,"ЕТ ""Прилеп""",3714,02.2.2011,71000,Гориво,РУ Созопол
42,"Банка ""ДСК"" АД",3715,02.2.2011,12000,Компютърна техника,РУ Созопол
43,"""Сис комерс"" ЕООД",3931,03.2.2011,69000,Гориво,РУ Карнобат
44,"""Авточасти Франц"" ЕООД",4973,11.2.2011,36180,Гориво,ІІ - РУ
45,"""Кроношпан България"" ЕООД",5480,16.2.2011,42960,Гориво,ІІ - РУ
46,"""СТ Пиргосплод"" АД",5482,16.2.2011,73032,Гориво,ІІ - РУ
47,"""М Енд Б"" ООД",5770,18.2.2011,46870,Гориво,ІІ - РУ
48,"""Куш груп"" ЕООД",7565,10.3.2011,96100,Гориво,РУ Руен
49,"""Бургас петрол инженеринг"" ЕООД",7702,10.3.2011,72000,Гориво,РУ Айтос
50,"""Мурад - 61"" ООД",7703,10.3.2011,36000,Гориво,РУ Айтос
51,"""Роад стар"" ООД",7704,10.3.2011,36000,Гориво,РУ Айтос
52,Община Камено,8007,14.3.2011,75000,Гориво,РУ Камено
53,"""Бошнаков"" ЕООД",8008,14.3.2011,16716,ламинат,ІІ - РУ
54,Община Поморие,8966,22.3.2011,9316.73,Гориво,РУ Поморие
55,Община Сунгурларе,2298,24.3.2011,1292.00,Гориво,РУ Сунгурларе
56,Община Сунгурларе,2299,24.3.2011,41800,Гориво,РУ Сунгурларе
57,Община Сунгурларе,2300,24.3.2011,48400,Гориво,РУ Сунгурларе
58,"""М-Бус"" ООД",9911,29.3.2011,35304,Гориво,ІІ РУ
59,"""Кроношпан България"" ЕООД",10002,30.3.2011,60400,ламинат,ІІ РУ
60,"ПЗЧК ""Напредък-93""",10003,30.3.2011,14400,Гориво,ІІ РУ
61,"""Алмед"" ЕООД",10004,30.3.2011,36000,Гориво,ІІ РУ
62,"""Победа"" АД",10393,01.4.2011,36050,Гориво,ІІ РУ
63,"""Д.С.П."" ЕООД",10397,01.4.2011,1440.00,Гориво,V-то РУ
64,Община Приморско,10399,01.4.2011,5546.43,Гориво,РУ Приморско
65,"""Си-комерс"" ООД",10402,01.4.2011,1350.00,Гориво,РУ Карнобат
66,"""Проагро"" ООД",10403,01.4.2011,67500,Гориво,РУ Карнобат
67,"""Мелница Карнобат 2006"" ООД",10405,01.4.2011,1080.00,Гориво,РУ Карнобат
68,"""Андезит"" ООД",10407,01.4.2011,1199.90,Гориво,РУ Карнобат
69,"""Агротехники и Ко"" ООД",10408,01.4.2011,58700,Гориво,РУ Карнобат
70,"""ВиК"" ЕАД -Бургас",10844,05.4.2011,72093,Гориво,ІV -РУ
71,"""Андезит"" ООД",10845,05.4.2011,1184.00,Гориво,ІV -РУ
72,"""Промет стийл"" АД",13731,05.5.2011,1426.20,Гориво,РУ Средец
73,"""Инс-2002"" ООД",13733,05.5.2011,71700,Гориво,РУ Средец
74,"""Агрокорн"" ООД",13732,05.5.2011,73232,Гориво,РУ Средец
75,"""Скорпионс транс"" ЕООД",14292,10.5.2011,21600,Гориво,ІІ РУ
76,Община Царево,14356,10.5.2011,3290.26,Гориво,РУ Царево
77,"""Автотрейд"" ООД",14774,13.5.2011,36000,Гориво,ІІ РУ
78,"""Дипам"" ООД",14773,13.5.2011,21750,Гориво,ІІ РУ
79,"ЗСК ""Лозово"" АД",14775,13.5.2011,36250,Гориво,ІІ РУ
80,"""Козлодуй"" ООД",15986,27.5.2011,14400,Гориво,ІІ РУ
81,ОБЩИНА АЙТОС,16375,31.5.2011,5000.00,Гориво,РУ Айтос
82,"""Технополис България"" ЕАД",16788,03.6.2011,21900,Инвентар,ІІ РУ
83,"""Агротехники"" ЕООД",17469,09.6.2011,73400,Инвентар,УБ Росенец
84,Н.С.Б.,18017,16.6.2011,1942.75,Инвентар,РУ Сунгурларе
85,"""Милена МК"" ООД",18018,16.6.2011,24000,Гориво,V-то РУ
86,"Фондация ""Лукойл""",19263,27.6.2011,4878.91,Гориво,ОД МВР
87,"""Банка ДСК"" АД",19320,27.6.2011,2000.00,Парични средства,ОД МВР
1,"""СОД Варна"" АД",317,06.1.2005,1191.43,Гориво,Пътна полиция
2,"""Адиан"" ООД",4340,16.2.2007,1184.85,Гориво,Пътна полиция
3,"""Грандхотел Варна"" АД",15291,02.6.2007,2211.12,Гориво,Пето РУП
4,"""Хидрострой"" АД",37429,27.12.2007,1459.37,Гориво,ПУ Вълчи дол
5,"""БКС"" Девня",2340,16.1.2008,59555,Гориво,РУП Девня
6,"""СОД Варна"" АД",2341,16.1.2008,47445,Гориво,РУП Девня
7,"""Агрополихим"" АД",3710,28.1.2008,2045.55,Гориво,РУП Девня
8,"""Овърсийз хоризонт"" ООД",5015,06.2.2008,90000,Гориво,Второ РУП
9,"""Желев"" ООД",6571,18.2.2008,3596.18,Гориво,Второ РУП
10,"""Пикадили"" АД",7275,25.2.2008,1350.00,Гориво,Второ РУП
11,Община Суворово,1887,15.1.2009,2855.23,Гориво,РУП Девня
12,"""Св.св.Константин  и  Елена  Холдинг""
АД",17849,16.5.2009,2137.00,Гориво,Пето РУП
13,"""Транстриумф Холдинг"" АД",47772,23.11.2009,1887.76,Гориво,Пътна полиция
14,"""Хидрострой"" АД",47774,23.11.2009,1195.15,Гориво,Пътна полиция
15,"""Хидрострой"" АД",48356,25.11.2009,1433.04,Гориво,Трето РУП
16,"""Пътстрой"" ЕООД",53166,29.12.2009,1463.96,Гориво,Трето РУП
17,В и К Варна ООД,1524,12.1.2010,96000,Гориво,РУП Девня
18,В и К Варна ООД,1525,12.1.2010,1474.97,Гориво,ПУ Вълчи дол
19,В и К Варна ООД,1529,12.1.2010,2057.74,Гориво,Четвърто РУП
20,"""Варна меритайм"" ООД",2907,20.1.2010,1751.90,Гориво,Четвърто РУП
21,"""Градски транспорт"" ЕАД",2292,20.1.2010,2172.26,Гориво,Трето РУП
22,"""Челно море"" АД",2992,20.1.2010,1426.46,Гориво,Трето РУП
23,"""Пазари""  ЕАД,  ""Термал  инженеринг""
ООД, ""Варна плод"" АД","17002, 29796",19/04/2010;16/07/2010,13856.28,Климатична техника,Първо РУП
24,"ЕТ ""Реалност""",31688,30.7.2010,7720,услуга-пране,ДВНМН
25,"""Зебра"" ООД",36503,02.9.2010,1752.40,Гориво,РУП Аксаково
26,"""Солвей Соди"" АД",38348,17.9.2010,1615.90,Гориво,РУП Девня
27,Община Вълчи дол,40664,06.10.2010,61348,Гориво,РУП Девня
28,"""Гранд груп"" ЕООД",41143,11.10.2010,59982,Гориво,Пето РУП
29,"ВСУ ""Черноризец Храбър""",42176,18.10.2010,1187.16,Гориво,Пето РУП
30,"""Ник-пол-стронгил 2005"" ЕООД",42177,18.10.2010,24000,"абон.поддръжк
а на асансьор",Първо РУП
31,"""Девня цимент"" АД",52409,29.10.2010,10729.55,Гориво,РУП Девня
32,"""Балнаски"" ООД",48507,01.12.2010,43320,Гориво,ПУ Белослав и Аврен
33,"""Солвей Соди"" АД",48897,03.12.2010,3864.00,"изработка на
стелажи",Пътна полиция
34,"""Юнимастърс Лиджистикс"" АД",50035,10.12.2010,33000,Компютърна техника,ОД на МВР-Варна
35,"""Солвей Соди"" АД",50489,14.12.2010,1432.17,Резервни части,ОД на МВР-Варна
36,"""Традел"" АД",51656,22.12.2010,44499,Гориво,РУП Провадия
37,"""Адиан"" ООД",52403,29.12.2010,1492.44,Резервни части,Пето РУП
38,ДП Държ.горско ст. С. Оряхово,52559,30.12.2010,36000,дърва за огрев,ПБЗН-Долни Чифлик
39,"""Ларис Вега"" ООД",1936,14.1.2011,1722.00,Гориво,Първо РУП
40,Община Аврен,1965,14.1.2011,2500.26,Резервни части,ОД на МВР-Варна
41,"""Ричи"" ЕООД",1938,14.1.2011,3001,хигиенни м-ли,ДВНМН
42,"""Пътстрой Варна"" ЕООД",2595,19.1.2011,1187.69,Резервни части,ОД на МВР-Варна
43,"""Провадсол"" АД",3540,24.1.2011,3001.21,Резервни части,ОД на МВР-Варна
44,В и К Варна ООД,3841,26.1.2011,1212.96,Гориво,Трето РУП
45,"""КРЗ Одесос"" АД",5442,03.2.2011,89942,Гориво,Четвърто РУП
46,В и К Варна ООД,1937,14.2.2011,1437.18,Гориво,РУП Провадия
47,В и К Варна ООД,7081,14.2.2011,1458.72,Гориво,РУП Аксаково
48,В  и К Варна ООД,8193,22.2.2011,1470.96,Гориво,Първо РУП
